pid,item_id,group,test_time,correct,pre_score_z
P139,19,embodied,delay,0,-1.092936939653346
P139,1,embodied,delay,0,-1.092936939653346
P139,26,embodied,delay,1,-1.092936939653346
P141,22,embodied,delay,1,1.814707587775032
P141,23,embodied,delay,1,1.814707587775032
P141,28,embodied,delay,1,1.814707587775032
P141,25,embodied,delay,1,1.814707587775032
P141,17,embodied,delay,1,1.814707587775032
P141,19,embodied,delay,1,1.814707587775032
P141,1,embodied,delay,1,1.814707587775032
P141,26,embodied,delay,0,1.814707587775032
P080,22,embodied,delay,1,-0.12372209717721992
P080,23,embodied,delay,0,-0.12372209717721992
P080,28,embodied,delay,0,-0.12372209717721992
P080,25,embodied,delay,1,-0.12372209717721992
P080,17,embodied,delay,0,-0.12372209717721992
P080,19,embodied,delay,0,-0.12372209717721992
P080,1,embodied,delay,1,-0.12372209717721992
P080,26,embodied,delay,1,-0.12372209717721992
P083,22,embodied,delay,1,1.814707587775032
P083,23,embodied,delay,1,1.814707587775032
P083,28,embodied,delay,1,1.814707587775032
P083,25,embodied,delay,1,1.814707587775032
P083,17,embodied,delay,0,1.814707587775032
P083,19,embodied,delay,1,1.814707587775032
P083,1,embodied,delay,1,1.814707587775032
P083,26,embodied,delay,1,1.814707587775032
P084,22,control,delay,1,2.783922430251158
P084,23,control,delay,1,2.783922430251158
P084,28,control,delay,1,2.783922430251158
P084,25,control,delay,1,2.783922430251158
P084,17,control,delay,1,2.783922430251158
P084,19,control,delay,1,2.783922430251158
P084,1,control,delay,1,2.783922430251158
P084,26,control,delay,1,2.783922430251158
P085,22,embodied,delay,1,-1.092936939653346
P085,23,embodied,delay,0,-1.092936939653346
P085,28,embodied,delay,0,-1.092936939653346
P085,25,embodied,delay,0,-1.092936939653346
P085,17,embodied,delay,0,-1.092936939653346
P085,19,embodied,delay,1,-1.092936939653346
P085,1,embodied,delay,1,-1.092936939653346
P085,26,embodied,delay,1,-1.092936939653346
P086,22,control,delay,1,-0.12372209717721992
P086,23,control,delay,1,-0.12372209717721992
P086,28,control,delay,0,-0.12372209717721992
P086,25,control,delay,1,-0.12372209717721992
P086,17,control,delay,0,-0.12372209717721992
P086,19,control,delay,1,-0.12372209717721992
P086,1,control,delay,1,-0.12372209717721992
P086,26,control,delay,1,-0.12372209717721992
P087,22,embodied,delay,0,0.36088532406084306
P087,23,embodied,delay,1,0.36088532406084306
P087,28,embodied,delay,0,0.36088532406084306
P087,25,embodied,delay,0,0.36088532406084306
P087,17,embodied,delay,0,0.36088532406084306
P087,19,embodied,delay,0,0.36088532406084306
P087,1,embodied,delay,1,0.36088532406084306
P087,26,embodied,delay,1,0.36088532406084306
P089,22,control,delay,1,-0.6083295184152829
P089,23,control,delay,1,-0.6083295184152829
P089,28,control,delay,0,-0.6083295184152829
P089,25,control,delay,0,-0.6083295184152829
P089,17,control,delay,0,-0.6083295184152829
P089,19,control,delay,1,-0.6083295184152829
P089,1,control,delay,1,-0.6083295184152829
P089,26,control,delay,0,-0.6083295184152829
P091,22,control,delay,1,0.8454927452989061
P091,23,control,delay,1,0.8454927452989061
P091,28,control,delay,0,0.8454927452989061
P091,25,control,delay,0,0.8454927452989061
P091,17,control,delay,0,0.8454927452989061
P091,19,control,delay,0,0.8454927452989061
P091,1,control,delay,1,0.8454927452989061
P091,26,control,delay,1,0.8454927452989061
P092,22,embodied,delay,0,-0.6083295184152829
P092,23,embodied,delay,1,-0.6083295184152829
P092,28,embodied,delay,0,-0.6083295184152829
P092,25,embodied,delay,0,-0.6083295184152829
P092,17,embodied,delay,0,-0.6083295184152829
P092,19,embodied,delay,0,-0.6083295184152829
P092,1,embodied,delay,0,-0.6083295184152829
P092,26,embodied,delay,1,-0.6083295184152829
P093,22,embodied,delay,0,0.36088532406084306
P093,23,embodied,delay,1,0.36088532406084306
P093,28,embodied,delay,0,0.36088532406084306
P093,25,embodied,delay,1,0.36088532406084306
P093,17,embodied,delay,0,0.36088532406084306
P093,19,embodied,delay,0,0.36088532406084306
P093,1,embodied,delay,1,0.36088532406084306
P093,26,embodied,delay,1,0.36088532406084306
P095,22,control,delay,1,-0.6083295184152829
P095,23,control,delay,1,-0.6083295184152829
P095,28,control,delay,0,-0.6083295184152829
P095,25,control,delay,1,-0.6083295184152829
P095,17,control,delay,0,-0.6083295184152829
P095,19,control,delay,0,-0.6083295184152829
P095,1,control,delay,1,-0.6083295184152829
P095,26,control,delay,1,-0.6083295184152829
P097,22,control,delay,1,0.36088532406084306
P097,23,control,delay,1,0.36088532406084306
P097,28,control,delay,0,0.36088532406084306
P097,25,control,delay,0,0.36088532406084306
P097,17,control,delay,0,0.36088532406084306
P097,19,control,delay,1,0.36088532406084306
P097,1,control,delay,0,0.36088532406084306
P097,26,control,delay,0,0.36088532406084306
P098,22,embodied,delay,1,-1.092936939653346
P098,23,embodied,delay,1,-1.092936939653346
P098,28,embodied,delay,1,-1.092936939653346
P098,25,embodied,delay,1,-1.092936939653346
P098,17,embodied,delay,0,-1.092936939653346
P098,19,embodied,delay,1,-1.092936939653346
P098,1,embodied,delay,1,-1.092936939653346
P098,26,embodied,delay,1,-1.092936939653346
P100,22,control,delay,1,0.8454927452989061
P100,23,control,delay,1,0.8454927452989061
P100,28,control,delay,1,0.8454927452989061
P100,25,control,delay,1,0.8454927452989061
P100,17,control,delay,0,0.8454927452989061
P100,19,control,delay,1,0.8454927452989061
P100,1,control,delay,1,0.8454927452989061
P100,26,control,delay,1,0.8454927452989061
P101,22,embodied,delay,0,-0.6083295184152829
P101,23,embodied,delay,1,-0.6083295184152829
P101,28,embodied,delay,0,-0.6083295184152829
P101,25,embodied,delay,1,-0.6083295184152829
P101,17,embodied,delay,0,-0.6083295184152829
P101,19,embodied,delay,1,-0.6083295184152829
P101,1,embodied,delay,0,-0.6083295184152829
P101,26,embodied,delay,1,-0.6083295184152829
P104,22,embodied,delay,1,-0.6083295184152829
P104,23,embodied,delay,1,-0.6083295184152829
P104,28,embodied,delay,0,-0.6083295184152829
P104,25,embodied,delay,1,-0.6083295184152829
P104,17,embodied,delay,1,-0.6083295184152829
P104,19,embodied,delay,0,-0.6083295184152829
P104,1,embodied,delay,0,-0.6083295184152829
P104,26,embodied,delay,0,-0.6083295184152829
P103,22,control,delay,1,1.330100166536969
P103,23,control,delay,0,1.330100166536969
P103,28,control,delay,1,1.330100166536969
P103,25,control,delay,0,1.330100166536969
P103,17,control,delay,0,1.330100166536969
P103,19,control,delay,0,1.330100166536969
P103,1,control,delay,1,1.330100166536969
P103,26,control,delay,1,1.330100166536969
P105,22,control,delay,1,-0.6083295184152829
P105,23,control,delay,1,-0.6083295184152829
P105,28,control,delay,0,-0.6083295184152829
P105,25,control,delay,0,-0.6083295184152829
P105,17,control,delay,0,-0.6083295184152829
P105,19,control,delay,0,-0.6083295184152829
P105,1,control,delay,1,-0.6083295184152829
P105,26,control,delay,0,-0.6083295184152829
P108,22,embodied,delay,0,-0.6083295184152829
P108,23,embodied,delay,1,-0.6083295184152829
P108,28,embodied,delay,0,-0.6083295184152829
P108,25,embodied,delay,0,-0.6083295184152829
P108,17,embodied,delay,0,-0.6083295184152829
P108,19,embodied,delay,1,-0.6083295184152829
P108,1,embodied,delay,0,-0.6083295184152829
P108,26,embodied,delay,1,-0.6083295184152829
P111,22,embodied,delay,0,-0.6083295184152829
P111,23,embodied,delay,0,-0.6083295184152829
P111,28,embodied,delay,0,-0.6083295184152829
P111,25,embodied,delay,0,-0.6083295184152829
P111,17,embodied,delay,0,-0.6083295184152829
P111,19,embodied,delay,0,-0.6083295184152829
P111,1,embodied,delay,0,-0.6083295184152829
P111,26,embodied,delay,0,-0.6083295184152829
P109,22,control,delay,1,-0.6083295184152829
P109,23,control,delay,1,-0.6083295184152829
P109,28,control,delay,0,-0.6083295184152829
P109,25,control,delay,1,-0.6083295184152829
P109,17,control,delay,0,-0.6083295184152829
P109,19,control,delay,1,-0.6083295184152829
P109,1,control,delay,1,-0.6083295184152829
P109,26,control,delay,1,-0.6083295184152829
P115,22,control,delay,1,-0.12372209717721992
P115,23,control,delay,1,-0.12372209717721992
P115,28,control,delay,0,-0.12372209717721992
P115,25,control,delay,0,-0.12372209717721992
P115,17,control,delay,0,-0.12372209717721992
P115,19,control,delay,0,-0.12372209717721992
P115,1,control,delay,0,-0.12372209717721992
P115,26,control,delay,1,-0.12372209717721992
P116,22,embodied,delay,1,-0.12372209717721992
P116,23,embodied,delay,1,-0.12372209717721992
P116,28,embodied,delay,0,-0.12372209717721992
P116,25,embodied,delay,1,-0.12372209717721992
P116,17,embodied,delay,1,-0.12372209717721992
P116,19,embodied,delay,1,-0.12372209717721992
P116,1,embodied,delay,0,-0.12372209717721992
P116,26,embodied,delay,0,-0.12372209717721992
P114,22,embodied,delay,1,0.8454927452989061
P114,23,embodied,delay,1,0.8454927452989061
P114,28,embodied,delay,1,0.8454927452989061
P114,25,embodied,delay,1,0.8454927452989061
P114,17,embodied,delay,1,0.8454927452989061
P114,19,embodied,delay,1,0.8454927452989061
P114,1,embodied,delay,1,0.8454927452989061
P114,26,embodied,delay,1,0.8454927452989061
P117,22,control,delay,1,-1.092936939653346
P117,23,control,delay,1,-1.092936939653346
P117,28,control,delay,0,-1.092936939653346
P117,25,control,delay,1,-1.092936939653346
P117,17,control,delay,0,-1.092936939653346
P117,19,control,delay,1,-1.092936939653346
P117,1,control,delay,1,-1.092936939653346
P117,26,control,delay,0,-1.092936939653346
P120,22,control,delay,0,-0.6083295184152829
P120,23,control,delay,1,-0.6083295184152829
P120,28,control,delay,1,-0.6083295184152829
P120,25,control,delay,0,-0.6083295184152829
P120,17,control,delay,0,-0.6083295184152829
P120,19,control,delay,0,-0.6083295184152829
P120,1,control,delay,1,-0.6083295184152829
P120,26,control,delay,0,-0.6083295184152829
P122,22,embodied,delay,1,-0.6083295184152829
P122,23,embodied,delay,1,-0.6083295184152829
P122,28,embodied,delay,1,-0.6083295184152829
P122,25,embodied,delay,1,-0.6083295184152829
P122,17,embodied,delay,0,-0.6083295184152829
P122,19,embodied,delay,0,-0.6083295184152829
P122,1,embodied,delay,0,-0.6083295184152829
P122,26,embodied,delay,1,-0.6083295184152829
P124,22,control,delay,0,-0.12372209717721992
P124,23,control,delay,1,-0.12372209717721992
P124,28,control,delay,0,-0.12372209717721992
P124,25,control,delay,1,-0.12372209717721992
P124,17,control,delay,0,-0.12372209717721992
P124,19,control,delay,1,-0.12372209717721992
P124,1,control,delay,1,-0.12372209717721992
P124,26,control,delay,0,-0.12372209717721992
P125,22,control,delay,1,0.36088532406084306
P125,23,control,delay,1,0.36088532406084306
P125,28,control,delay,1,0.36088532406084306
P125,25,control,delay,1,0.36088532406084306
P125,17,control,delay,1,0.36088532406084306
P125,19,control,delay,1,0.36088532406084306
P125,1,control,delay,1,0.36088532406084306
P125,26,control,delay,1,0.36088532406084306
P127,22,embodied,delay,0,-0.6083295184152829
P127,23,embodied,delay,0,-0.6083295184152829
P127,28,embodied,delay,0,-0.6083295184152829
P127,25,embodied,delay,0,-0.6083295184152829
P127,17,embodied,delay,0,-0.6083295184152829
P127,19,embodied,delay,0,-0.6083295184152829
P127,1,embodied,delay,0,-0.6083295184152829
P127,26,embodied,delay,0,-0.6083295184152829
P129,22,control,delay,1,-0.12372209717721992
P129,23,control,delay,0,-0.12372209717721992
P129,28,control,delay,0,-0.12372209717721992
P129,25,control,delay,0,-0.12372209717721992
P129,17,control,delay,0,-0.12372209717721992
P129,19,control,delay,0,-0.12372209717721992
P129,1,control,delay,1,-0.12372209717721992
P129,26,control,delay,0,-0.12372209717721992
P131,22,embodied,delay,0,-0.6083295184152829
P131,23,embodied,delay,1,-0.6083295184152829
P131,28,embodied,delay,0,-0.6083295184152829
P131,25,embodied,delay,0,-0.6083295184152829
P131,17,embodied,delay,0,-0.6083295184152829
P131,19,embodied,delay,0,-0.6083295184152829
P131,1,embodied,delay,0,-0.6083295184152829
P131,26,embodied,delay,0,-0.6083295184152829
P132,22,control,delay,0,-0.6083295184152829
P132,23,control,delay,1,-0.6083295184152829
P132,28,control,delay,0,-0.6083295184152829
P132,25,control,delay,1,-0.6083295184152829
P132,17,control,delay,0,-0.6083295184152829
P132,19,control,delay,0,-0.6083295184152829
P132,1,control,delay,0,-0.6083295184152829
P132,26,control,delay,1,-0.6083295184152829
P133,22,embodied,delay,1,0.8454927452989061
P133,23,embodied,delay,1,0.8454927452989061
P133,28,embodied,delay,0,0.8454927452989061
P133,25,embodied,delay,0,0.8454927452989061
P133,17,embodied,delay,0,0.8454927452989061
P133,19,embodied,delay,1,0.8454927452989061
P133,1,embodied,delay,1,0.8454927452989061
P133,26,embodied,delay,0,0.8454927452989061
P126,22,embodied,delay,1,-0.12372209717721992
P126,23,embodied,delay,1,-0.12372209717721992
P126,28,embodied,delay,0,-0.12372209717721992
P126,25,embodied,delay,0,-0.12372209717721992
P126,17,embodied,delay,1,-0.12372209717721992
P126,19,embodied,delay,1,-0.12372209717721992
P126,1,embodied,delay,0,-0.12372209717721992
P126,26,embodied,delay,1,-0.12372209717721992
P135,22,control,delay,1,0.36088532406084306
P135,23,control,delay,1,0.36088532406084306
P135,28,control,delay,0,0.36088532406084306
P135,25,control,delay,0,0.36088532406084306
P135,17,control,delay,0,0.36088532406084306
P135,19,control,delay,0,0.36088532406084306
P135,1,control,delay,0,0.36088532406084306
P135,26,control,delay,1,0.36088532406084306
P137,22,control,delay,1,-1.092936939653346
P137,23,control,delay,1,-1.092936939653346
P137,28,control,delay,0,-1.092936939653346
P137,25,control,delay,0,-1.092936939653346
P137,17,control,delay,0,-1.092936939653346
P137,19,control,delay,1,-1.092936939653346
P137,1,control,delay,0,-1.092936939653346
P137,26,control,delay,1,-1.092936939653346
P138,22,control,delay,1,-1.5775443608914088
P138,23,control,delay,1,-1.5775443608914088
P138,28,control,delay,0,-1.5775443608914088
P138,25,control,delay,1,-1.5775443608914088
P138,17,control,delay,0,-1.5775443608914088
P138,19,control,delay,0,-1.5775443608914088
P138,1,control,delay,0,-1.5775443608914088
P138,26,control,delay,0,-1.5775443608914088
P142,22,control,delay,1,0.36088532406084306
P142,23,control,delay,0,0.36088532406084306
P142,28,control,delay,0,0.36088532406084306
P142,25,control,delay,0,0.36088532406084306
P142,17,control,delay,1,0.36088532406084306
P142,19,control,delay,0,0.36088532406084306
P142,1,control,delay,0,0.36088532406084306
P142,26,control,delay,0,0.36088532406084306
P144,22,embodied,delay,0,-0.6083295184152829
P144,23,embodied,delay,0,-0.6083295184152829
P144,28,embodied,delay,0,-0.6083295184152829
P144,25,embodied,delay,1,-0.6083295184152829
P144,17,embodied,delay,0,-0.6083295184152829
P144,19,embodied,delay,0,-0.6083295184152829
P144,1,embodied,delay,0,-0.6083295184152829
P144,26,embodied,delay,0,-0.6083295184152829
P146,22,control,delay,1,0.8454927452989061
P146,23,control,delay,1,0.8454927452989061
P146,28,control,delay,0,0.8454927452989061
P146,25,control,delay,0,0.8454927452989061
P146,17,control,delay,0,0.8454927452989061
P146,19,control,delay,0,0.8454927452989061
P146,1,control,delay,1,0.8454927452989061
P146,26,control,delay,1,0.8454927452989061
P149,22,control,delay,1,-0.6083295184152829
P149,23,control,delay,1,-0.6083295184152829
P149,28,control,delay,0,-0.6083295184152829
P149,25,control,delay,0,-0.6083295184152829
P149,17,control,delay,1,-0.6083295184152829
P149,19,control,delay,0,-0.6083295184152829
P149,1,control,delay,1,-0.6083295184152829
P149,26,control,delay,1,-0.6083295184152829
P148,22,embodied,delay,1,-0.12372209717721992
P148,23,embodied,delay,0,-0.12372209717721992
P148,28,embodied,delay,0,-0.12372209717721992
P148,25,embodied,delay,0,-0.12372209717721992
P148,17,embodied,delay,0,-0.12372209717721992
P148,19,embodied,delay,0,-0.12372209717721992
P148,1,embodied,delay,0,-0.12372209717721992
P148,26,embodied,delay,1,-0.12372209717721992
P150,22,control,delay,0,-0.12372209717721992
P150,23,control,delay,1,-0.12372209717721992
P150,28,control,delay,0,-0.12372209717721992
P150,25,control,delay,0,-0.12372209717721992
P150,17,control,delay,0,-0.12372209717721992
P150,19,control,delay,0,-0.12372209717721992
P150,1,control,delay,0,-0.12372209717721992
P150,26,control,delay,1,-0.12372209717721992
P151,22,embodied,delay,1,2.299315009013095
P151,23,embodied,delay,1,2.299315009013095
P151,28,embodied,delay,0,2.299315009013095
P151,25,embodied,delay,1,2.299315009013095
P151,17,embodied,delay,0,2.299315009013095
P151,19,embodied,delay,0,2.299315009013095
P151,1,embodied,delay,1,2.299315009013095
P151,26,embodied,delay,1,2.299315009013095
P154,22,embodied,delay,0,-0.12372209717721992
P154,23,embodied,delay,1,-0.12372209717721992
P154,28,embodied,delay,1,-0.12372209717721992
P154,25,embodied,delay,1,-0.12372209717721992
P154,17,embodied,delay,0,-0.12372209717721992
P154,19,embodied,delay,0,-0.12372209717721992
P154,1,embodied,delay,1,-0.12372209717721992
P154,26,embodied,delay,1,-0.12372209717721992
P155,22,embodied,delay,0,-0.6083295184152829
P155,23,embodied,delay,0,-0.6083295184152829
P155,28,embodied,delay,0,-0.6083295184152829
P155,25,embodied,delay,0,-0.6083295184152829
P155,17,embodied,delay,0,-0.6083295184152829
P155,19,embodied,delay,1,-0.6083295184152829
P155,1,embodied,delay,1,-0.6083295184152829
P155,26,embodied,delay,1,-0.6083295184152829
P156,22,control,delay,1,1.330100166536969
P156,23,control,delay,1,1.330100166536969
P156,28,control,delay,0,1.330100166536969
P156,25,control,delay,1,1.330100166536969
P156,17,control,delay,0,1.330100166536969
P156,19,control,delay,0,1.330100166536969
P156,1,control,delay,0,1.330100166536969
P156,26,control,delay,0,1.330100166536969
P158,22,embodied,delay,1,-0.6083295184152829
P158,23,embodied,delay,1,-0.6083295184152829
P158,28,embodied,delay,0,-0.6083295184152829
P158,25,embodied,delay,0,-0.6083295184152829
P158,17,embodied,delay,0,-0.6083295184152829
P158,19,embodied,delay,0,-0.6083295184152829
P158,1,embodied,delay,0,-0.6083295184152829
P158,26,embodied,delay,0,-0.6083295184152829
P159,22,control,delay,0,-0.12372209717721992
P159,23,control,delay,1,-0.12372209717721992
P159,28,control,delay,0,-0.12372209717721992
P159,25,control,delay,0,-0.12372209717721992
P159,17,control,delay,0,-0.12372209717721992
P159,19,control,delay,0,-0.12372209717721992
P159,1,control,delay,0,-0.12372209717721992
P159,26,control,delay,0,-0.12372209717721992
P161,22,embodied,delay,0,0.36088532406084306
P161,23,embodied,delay,1,0.36088532406084306
P161,28,embodied,delay,0,0.36088532406084306
P161,25,embodied,delay,1,0.36088532406084306
P161,17,embodied,delay,1,0.36088532406084306
P161,19,embodied,delay,1,0.36088532406084306
P161,1,embodied,delay,0,0.36088532406084306
P161,26,embodied,delay,1,0.36088532406084306
P162,22,control,delay,0,-0.6083295184152829
P162,23,control,delay,1,-0.6083295184152829
P162,28,control,delay,0,-0.6083295184152829
P162,25,control,delay,0,-0.6083295184152829
P162,17,control,delay,0,-0.6083295184152829
P162,19,control,delay,0,-0.6083295184152829
P162,1,control,delay,1,-0.6083295184152829
P162,26,control,delay,0,-0.6083295184152829
P165,22,control,delay,1,-0.6083295184152829
P165,23,control,delay,0,-0.6083295184152829
P165,28,control,delay,0,-0.6083295184152829
P165,25,control,delay,0,-0.6083295184152829
P165,17,control,delay,0,-0.6083295184152829
P165,19,control,delay,1,-0.6083295184152829
P165,1,control,delay,0,-0.6083295184152829
P165,26,control,delay,1,-0.6083295184152829
P164,22,embodied,delay,0,-0.12372209717721992
P164,23,embodied,delay,1,-0.12372209717721992
P164,28,embodied,delay,1,-0.12372209717721992
P164,25,embodied,delay,0,-0.12372209717721992
P164,17,embodied,delay,0,-0.12372209717721992
P164,19,embodied,delay,1,-0.12372209717721992
P164,1,embodied,delay,0,-0.12372209717721992
P164,26,embodied,delay,0,-0.12372209717721992
